id,listing_id,contact_date
132,1095,1.58777E+12
133,1043,1.58446E+12
134,1152,1.58903E+12
135,1091,1.58662E+12
136,1264,1.58392E+12
137,1278,1.59241E+12
138,1051,1.58261E+12
139,1186,1.57885E+12
140,1137,1.58199E+12
141,1202,1.58061E+12
142,1141,1.58972E+12
143,1202,1.58499E+12
144,1295,1.58854E+12
145,1039,1.58613E+12
146,1009,1.58398E+12
147,1181,1.5874E+12
148,1187,1.57956E+12
149,1027,1.57976E+12
150,1279,1.57957E+12
151,1122,1.58103E+12
152,1203,1.5814E+12
153,1156,1.58258E+12
154,1071,1.58149E+12
155,1182,1.59046E+12
156,1036,1.58482E+12
157,1213,1.58792E+12
158,1218,1.58326E+12
159,1091,1.57945E+12
160,1095,1.5906E+12
161,1081,1.58748E+12
162,1074,1.5826E+12
163,1179,1.58506E+12
164,1294,1.57987E+12
165,1072,1.5797E+12
166,1205,1.58681E+12
167,1005,1.58835E+12
168,1025,1.58727E+12
169,1220,1.58426E+12
170,1038,1.58987E+12
171,1118,1.58282E+12
172,1021,1.59274E+12
173,1137,1.58897E+12
174,1085,1.58446E+12
175,1265,1.58076E+12
176,1103,1.58845E+12
177,1283,1.5865E+12
178,1232,1.58491E+12
179,1224,1.58543E+12
180,1153,1.58933E+12
181,1184,1.59204E+12
182,1225,1.58729E+12
183,1294,1.59148E+12
184,1295,1.59277E+12
185,1290,1.58785E+12
186,1007,1.58216E+12
187,1173,1.58873E+12
188,1258,1.58722E+12
189,1247,1.59258E+12
190,1013,1.58484E+12
191,1281,1.58456E+12
192,1091,1.5917E+12
193,1073,1.58728E+12
194,1017,1.58633E+12
195,1218,1.58522E+12
196,1239,1.59006E+12
197,1094,1.58331E+12
198,1033,1.58146E+12
199,1114,1.58332E+12
200,1167,1.59004E+12
201,1290,1.57875E+12
202,1004,1.58331E+12
203,1288,1.58963E+12
204,1199,1.58479E+12
205,1165,1.58699E+12
206,1099,1.58798E+12
207,1068,1.57866E+12
208,1102,1.58927E+12
209,1102,1.58287E+12
210,1099,1.57869E+12
211,1096,1.58006E+12
212,1254,1.58748E+12
213,1102,1.58977E+12
214,1255,1.57811E+12
215,1125,1.58479E+12
216,1266,1.57817E+12
217,1067,1.59247E+12
218,1169,1.58377E+12
219,1112,1.58325E+12
220,1196,1.58456E+12
221,1076,1.58628E+12
222,1097,1.59197E+12
223,1269,1.58518E+12
224,1061,1.59057E+12
225,1121,1.59308E+12
226,1149,1.57814E+12
227,1109,1.58874E+12
228,1143,1.58657E+12
229,1298,1.58441E+12
230,1186,1.58053E+12
231,1106,1.58611E+12
232,1274,1.58464E+12
233,1067,1.58617E+12
234,1031,1.59054E+12
235,1044,1.58194E+12
236,1186,1.5862E+12
237,1064,1.59299E+12
238,1050,1.58342E+12
239,1113,1.58345E+12
240,1166,1.58465E+12
241,1100,1.58209E+12
242,1175,1.58853E+12
243,1131,1.58593E+12
244,1165,1.58496E+12
245,1071,1.58962E+12
246,1282,1.58579E+12
247,1146,1.58145E+12
248,1137,1.59038E+12
249,1250,1.58282E+12
250,1050,1.58016E+12
251,1237,1.58383E+12
252,1251,1.58071E+12
253,1264,1.58482E+12
254,1293,1.57815E+12
255,1163,1.5824E+12
256,1212,1.57805E+12
257,1096,1.59247E+12
258,1189,1.585E+12
259,1052,1.57969E+12
260,1255,1.58505E+12
261,1113,1.58899E+12
262,1199,1.58203E+12
263,1181,1.58705E+12
264,1279,1.58415E+12
265,1049,1.59218E+12
266,1191,1.57952E+12
267,1031,1.58486E+12
268,1189,1.58249E+12
269,1161,1.58198E+12
270,1031,1.58139E+12
271,1287,1.59058E+12
272,1106,1.58783E+12
273,1239,1.58351E+12
274,1241,1.58126E+12
275,1033,1.5894E+12
276,1293,1.59146E+12
277,1284,1.58095E+12
278,1113,1.59254E+12
279,1295,1.58465E+12
280,1280,1.58921E+12
281,1149,1.59299E+12
282,1209,1.59121E+12
283,1032,1.58985E+12
284,1057,1.58997E+12
285,1070,1.58144E+12
286,1015,1.58649E+12
287,1116,1.59196E+12
288,1063,1.58599E+12
289,1249,1.58109E+12
290,1287,1.58491E+12
291,1174,1.58582E+12
292,1159,1.58596E+12
293,1088,1.58061E+12
294,1297,1.57867E+12
295,1247,1.58869E+12
296,1116,1.57945E+12
297,1268,1.58752E+12
298,1036,1.57919E+12
299,1230,1.58632E+12
300,1062,1.58631E+12
301,1106,1.59338E+12
302,1206,1.58472E+12
303,1268,1.58099E+12
304,1085,1.58072E+12
305,1017,1.58175E+12
306,1129,1.59162E+12
307,1094,1.58614E+12
308,1076,1.58479E+12
309,1006,1.57819E+12
310,1008,1.58966E+12
311,1173,1.59293E+12
312,1089,1.5867E+12
313,1082,1.59224E+12
314,1125,1.58159E+12
315,1108,1.58934E+12
316,1175,1.58496E+12
317,1258,1.58986E+12
318,1197,1.58572E+12
319,1219,1.57874E+12
320,1294,1.58394E+12
321,1147,1.58206E+12
322,1083,1.58935E+12
323,1243,1.57942E+12
324,1165,1.59066E+12
325,1263,1.58394E+12
326,1151,1.58893E+12
327,1094,1.58921E+12
328,1199,1.59112E+12
329,1075,1.57838E+12
330,1272,1.58763E+12
331,1011,1.58619E+12
332,1266,1.58582E+12
333,1285,1.58235E+12
334,1230,1.58882E+12
335,1214,1.58919E+12
336,1086,1.58245E+12
337,1082,1.58114E+12
338,1021,1.58854E+12
339,1280,1.59327E+12
340,1179,1.58943E+12
341,1132,1.58069E+12
342,1258,1.59178E+12
343,1089,1.5874E+12
344,1079,1.58173E+12
345,1031,1.58111E+12
346,1002,1.59229E+12
347,1142,1.59167E+12
348,1111,1.59136E+12
349,1011,1.57907E+12
350,1230,1.58699E+12
351,1125,1.59053E+12
352,1296,1.58494E+12
353,1181,1.58799E+12
354,1144,1.58599E+12
355,1271,1.58196E+12
356,1036,1.57941E+12
357,1074,1.58239E+12
358,1265,1.58776E+12
359,1020,1.59336E+12
360,1038,1.59187E+12
361,1254,1.5922E+12
362,1113,1.58644E+12
363,1066,1.57943E+12
364,1198,1.58941E+12
365,1242,1.5832E+12
366,1265,1.58368E+12
367,1040,1.58239E+12
368,1069,1.58848E+12
369,1053,1.5837E+12
370,1063,1.58903E+12
371,1272,1.57862E+12
372,1217,1.58938E+12
373,1002,1.59009E+12
374,1178,1.58699E+12
375,1282,1.58097E+12
376,1040,1.58804E+12
377,1274,1.58736E+12
378,1061,1.58771E+12
379,1062,1.58589E+12
380,1073,1.58966E+12
381,1174,1.5899E+12
382,1038,1.57849E+12
383,1197,1.58272E+12
384,1020,1.58186E+12
385,1015,1.58474E+12
386,1286,1.58762E+12
387,1262,1.57969E+12
388,1136,1.59114E+12
389,1090,1.59129E+12
390,1236,1.58255E+12
391,1001,1.58681E+12
392,1015,1.585E+12
393,1094,1.59135E+12
394,1142,1.59197E+12
395,1203,1.5866E+12
396,1095,1.58143E+12
397,1252,1.58798E+12
398,1154,1.58245E+12
399,1178,1.58761E+12
400,1238,1.57958E+12
401,1219,1.58099E+12
402,1180,1.58119E+12
403,1224,1.58456E+12
404,1135,1.57823E+12
405,1268,1.58197E+12
406,1018,1.58987E+12
407,1257,1.58526E+12
408,1218,1.58404E+12
409,1266,1.58888E+12
410,1275,1.5907E+12
411,1156,1.58111E+12
412,1167,1.58439E+12
413,1101,1.58468E+12
414,1181,1.58257E+12
415,1155,1.59035E+12
416,1025,1.58964E+12
417,1010,1.58453E+12
418,1085,1.58324E+12
419,1010,1.58517E+12
420,1277,1.59047E+12
421,1137,1.5893E+12
422,1287,1.58056E+12
423,1192,1.58996E+12
424,1204,1.58321E+12
425,1006,1.58632E+12
426,1081,1.57908E+12
427,1176,1.58155E+12
428,1145,1.5793E+12
429,1169,1.5828E+12
430,1197,1.5884E+12
431,1175,1.58874E+12
432,1251,1.5899E+12
433,1007,1.58221E+12
434,1229,1.58726E+12
435,1035,1.58208E+12
436,1183,1.58636E+12
437,1036,1.58081E+12
438,1229,1.58116E+12
439,1141,1.57867E+12
440,1085,1.57826E+12
441,1221,1.58329E+12
442,1088,1.58133E+12
443,1120,1.58078E+12
444,1265,1.57968E+12
445,1194,1.58322E+12
446,1220,1.58123E+12
447,1124,1.58135E+12
448,1073,1.58356E+12
449,1209,1.5885E+12
450,1029,1.58799E+12
451,1103,1.58981E+12
452,1159,1.58375E+12
453,1168,1.58071E+12
454,1235,1.58442E+12
455,1167,1.58659E+12
456,1002,1.58194E+12
457,1120,1.57923E+12
458,1170,1.59322E+12
459,1119,1.59009E+12
460,1209,1.58333E+12
461,1255,1.58191E+12
462,1122,1.58614E+12
463,1140,1.58627E+12
464,1293,1.58209E+12
465,1275,1.59307E+12
466,1285,1.58452E+12
467,1046,1.58776E+12
468,1188,1.58528E+12
469,1016,1.58766E+12
470,1018,1.58987E+12
471,1200,1.57947E+12
472,1143,1.5845E+12
473,1181,1.58909E+12
474,1022,1.58905E+12
475,1060,1.58492E+12
476,1118,1.58715E+12
477,1190,1.58928E+12
478,1202,1.57847E+12
479,1013,1.58062E+12
480,1175,1.58409E+12
481,1003,1.58323E+12
482,1268,1.57881E+12
483,1238,1.58745E+12
484,1021,1.58751E+12
485,1104,1.58109E+12
486,1121,1.57947E+12
487,1046,1.59129E+12
488,1219,1.58412E+12
489,1173,1.58584E+12
490,1113,1.58399E+12
491,1273,1.58211E+12
492,1166,1.58602E+12
493,1030,1.58509E+12
494,1063,1.5868E+12
495,1078,1.58064E+12
496,1197,1.58853E+12
497,1139,1.58209E+12
498,1201,1.58571E+12
499,1104,1.58115E+12
500,1238,1.59282E+12
501,1117,1.58324E+12
502,1006,1.57998E+12
503,1226,1.59227E+12
504,1019,1.58133E+12
505,1209,1.58892E+12
506,1166,1.58E+12
507,1216,1.58963E+12
508,1072,1.58968E+12
509,1055,1.58976E+12
510,1061,1.59241E+12
511,1255,1.58249E+12
512,1062,1.58657E+12
513,1297,1.58653E+12
514,1004,1.59024E+12
515,1251,1.58908E+12
516,1286,1.58408E+12
517,1284,1.5886E+12
518,1023,1.58449E+12
519,1161,1.57891E+12
520,1035,1.58605E+12
521,1147,1.58999E+12
522,1232,1.58237E+12
523,1232,1.58704E+12
524,1274,1.58431E+12
525,1102,1.58235E+12
526,1025,1.59242E+12
527,1075,1.58918E+12
528,1220,1.58595E+12
529,1122,1.5851E+12
530,1099,1.58616E+12
531,1101,1.58587E+12
532,1263,1.57842E+12
533,1248,1.58918E+12
534,1162,1.59248E+12
535,1106,1.58997E+12
536,1221,1.58331E+12
537,1041,1.58642E+12
538,1115,1.58535E+12
539,1138,1.58668E+12
540,1105,1.58125E+12
541,1168,1.59126E+12
542,1275,1.59051E+12
543,1050,1.58464E+12
544,1268,1.58264E+12
545,1240,1.58468E+12
546,1277,1.59053E+12
547,1206,1.59292E+12
548,1150,1.58428E+12
549,1144,1.58587E+12
550,1084,1.58012E+12
551,1018,1.58968E+12
552,1002,1.59284E+12
553,1122,1.58361E+12
554,1263,1.59332E+12
555,1176,1.57875E+12
556,1170,1.58368E+12
557,1276,1.5888E+12
558,1035,1.57831E+12
559,1196,1.58663E+12
560,1162,1.57925E+12
561,1076,1.58687E+12
562,1276,1.5889E+12
563,1293,1.58142E+12
564,1202,1.57933E+12
565,1001,1.57791E+12
566,1090,1.59029E+12
567,1040,1.58946E+12
568,1047,1.58975E+12
569,1017,1.58791E+12
570,1254,1.58409E+12
571,1113,1.58755E+12
572,1004,1.59158E+12
573,1187,1.58936E+12
574,1089,1.5812E+12
575,1098,1.58796E+12
576,1152,1.58442E+12
577,1010,1.58758E+12
578,1017,1.59213E+12
579,1271,1.58142E+12
580,1071,1.57894E+12
581,1259,1.58459E+12
582,1134,1.58753E+12
583,1181,1.58493E+12
584,1197,1.58617E+12
585,1205,1.57864E+12
586,1075,1.59044E+12
587,1187,1.57883E+12
588,1101,1.57926E+12
589,1001,1.57865E+12
590,1262,1.5906E+12
591,1299,1.59025E+12
592,1290,1.58362E+12
593,1169,1.59124E+12
594,1023,1.58876E+12
595,1240,1.58335E+12
596,1051,1.58126E+12
597,1196,1.5862E+12
598,1253,1.58207E+12
599,1013,1.58937E+12
600,1097,1.58519E+12
601,1115,1.58277E+12
602,1084,1.58424E+12
603,1056,1.58589E+12
604,1184,1.58536E+12
605,1146,1.59037E+12
606,1014,1.58638E+12
607,1008,1.58766E+12
608,1117,1.58682E+12
609,1143,1.58177E+12
610,1124,1.5896E+12
611,1150,1.57834E+12
612,1026,1.59042E+12
613,1151,1.57956E+12
614,1068,1.59325E+12
615,1229,1.59108E+12
616,1284,1.57909E+12
617,1093,1.59167E+12
618,1156,1.58454E+12
619,1266,1.58912E+12
620,1191,1.58734E+12
621,1118,1.58682E+12
622,1215,1.58966E+12
623,1278,1.58754E+12
624,1090,1.58943E+12
625,1027,1.58491E+12
626,1012,1.59209E+12
627,1288,1.58767E+12
628,1099,1.5894E+12
629,1069,1.58275E+12
630,1043,1.58923E+12
631,1126,1.58874E+12
632,1155,1.58863E+12
633,1104,1.58165E+12
634,1218,1.59065E+12
635,1210,1.58411E+12
636,1284,1.59153E+12
637,1263,1.58161E+12
638,1212,1.58465E+12
639,1157,1.57882E+12
640,1130,1.5896E+12
641,1257,1.58612E+12
642,1014,1.58741E+12
643,1228,1.59136E+12
644,1020,1.57807E+12
645,1020,1.58899E+12
646,1208,1.58133E+12
647,1064,1.58496E+12
648,1136,1.59174E+12
649,1288,1.59048E+12
650,1072,1.58499E+12
651,1016,1.58063E+12
652,1160,1.58445E+12
653,1203,1.58447E+12
654,1069,1.58979E+12
655,1122,1.58713E+12
656,1226,1.58718E+12
657,1031,1.58067E+12
658,1112,1.58919E+12
659,1170,1.58234E+12
660,1276,1.57885E+12
661,1092,1.59002E+12
662,1038,1.58379E+12
663,1018,1.58773E+12
664,1126,1.57874E+12
665,1060,1.58475E+12
666,1119,1.593E+12
667,1057,1.58658E+12
668,1085,1.58628E+12
669,1057,1.58503E+12
670,1265,1.58709E+12
671,1274,1.58177E+12
672,1192,1.58808E+12
673,1072,1.5798E+12
674,1282,1.57981E+12
675,1294,1.5788E+12
676,1263,1.58727E+12
677,1159,1.58284E+12
678,1248,1.58978E+12
679,1175,1.59112E+12
680,1073,1.58458E+12
681,1117,1.58863E+12
682,1204,1.58128E+12
683,1240,1.5917E+12
684,1091,1.59035E+12
685,1146,1.58689E+12
686,1169,1.58283E+12
687,1124,1.57857E+12
688,1251,1.58084E+12
689,1122,1.58062E+12
690,1027,1.59018E+12
691,1234,1.5846E+12
692,1068,1.58248E+12
693,1097,1.58353E+12
694,1108,1.58638E+12
695,1256,1.58172E+12
696,1034,1.58894E+12
697,1077,1.57956E+12
698,1109,1.58985E+12
699,1127,1.58411E+12
700,1097,1.58097E+12
701,1118,1.58691E+12
702,1103,1.58159E+12
703,1258,1.58596E+12
704,1196,1.58934E+12
705,1169,1.58903E+12
706,1070,1.5861E+12
707,1069,1.58657E+12
708,1131,1.5892E+12
709,1144,1.58717E+12
710,1297,1.59001E+12
711,1168,1.58368E+12
712,1138,1.58923E+12
713,1231,1.58114E+12
714,1017,1.5801E+12
715,1030,1.58116E+12
716,1155,1.58677E+12
717,1270,1.58322E+12
718,1276,1.59318E+12
719,1118,1.58227E+12
720,1063,1.5848E+12
721,1175,1.58108E+12
722,1195,1.58381E+12
723,1217,1.58318E+12
724,1182,1.58869E+12
725,1027,1.58692E+12
726,1223,1.58871E+12
727,1029,1.58436E+12
728,1263,1.58291E+12
729,1132,1.58582E+12
730,1061,1.58076E+12
731,1064,1.58307E+12
732,1285,1.59008E+12
733,1045,1.58987E+12
734,1155,1.58356E+12
735,1259,1.58109E+12
736,1034,1.58587E+12
737,1160,1.58962E+12
738,1254,1.58871E+12
739,1199,1.58936E+12
740,1173,1.59139E+12
741,1127,1.58975E+12
742,1114,1.5848E+12
743,1219,1.58422E+12
744,1285,1.58259E+12
745,1276,1.58496E+12
746,1041,1.57877E+12
747,1048,1.58799E+12
748,1095,1.585E+12
749,1169,1.59309E+12
750,1259,1.58397E+12
751,1164,1.58312E+12
752,1161,1.58291E+12
753,1256,1.58624E+12
754,1028,1.58601E+12
755,1230,1.5816E+12
756,1098,1.59234E+12
757,1014,1.59298E+12
758,1004,1.5905E+12
759,1111,1.57986E+12
760,1234,1.58166E+12
761,1258,1.58146E+12
762,1032,1.59301E+12
763,1289,1.59125E+12
764,1108,1.58725E+12
765,1147,1.58686E+12
766,1124,1.5806E+12
767,1059,1.59178E+12
768,1216,1.5859E+12
769,1112,1.59001E+12
770,1094,1.5897E+12
771,1039,1.58365E+12
772,1045,1.58503E+12
773,1141,1.58145E+12
774,1036,1.5891E+12
775,1269,1.5902E+12
776,1161,1.58981E+12
777,1064,1.58095E+12
778,1190,1.58258E+12
779,1050,1.58606E+12
780,1135,1.58859E+12
781,1206,1.5848E+12
782,1236,1.59159E+12
783,1052,1.57883E+12
784,1206,1.58101E+12
785,1271,1.58728E+12
786,1171,1.58176E+12
787,1155,1.58611E+12
788,1010,1.58264E+12
789,1189,1.59056E+12
790,1196,1.58269E+12
791,1278,1.58381E+12
792,1285,1.5886E+12
793,1243,1.58407E+12
794,1151,1.58416E+12
795,1016,1.58995E+12
796,1268,1.58449E+12
797,1288,1.58369E+12
798,1147,1.58137E+12
799,1200,1.58641E+12
800,1084,1.58946E+12
801,1143,1.58914E+12
802,1258,1.58861E+12
803,1078,1.58507E+12
804,1143,1.58753E+12
805,1243,1.58056E+12
806,1188,1.58186E+12
807,1046,1.58579E+12
808,1101,1.58447E+12
809,1089,1.58859E+12
810,1006,1.58152E+12
811,1019,1.59055E+12
812,1194,1.58462E+12
813,1209,1.58656E+12
814,1287,1.58703E+12
815,1274,1.58711E+12
816,1033,1.58528E+12
817,1074,1.58074E+12
818,1222,1.59308E+12
819,1225,1.59229E+12
820,1209,1.58374E+12
821,1046,1.59275E+12
822,1201,1.58495E+12
823,1060,1.58134E+12
824,1285,1.58686E+12
825,1163,1.59285E+12
826,1149,1.58082E+12
827,1203,1.58435E+12
828,1016,1.58076E+12
829,1020,1.57872E+12
830,1231,1.59268E+12
831,1283,1.58282E+12
832,1219,1.58266E+12
833,1083,1.58431E+12
834,1260,1.58499E+12
835,1216,1.57995E+12
836,1046,1.59058E+12
837,1147,1.58851E+12
838,1082,1.58662E+12
839,1003,1.58957E+12
840,1081,1.57808E+12
841,1204,1.58096E+12
842,1203,1.58435E+12
843,1182,1.58526E+12
844,1109,1.58533E+12
845,1285,1.58321E+12
846,1076,1.58999E+12
847,1155,1.59029E+12
848,1145,1.57871E+12
849,1084,1.58978E+12
850,1066,1.57975E+12
851,1138,1.59283E+12
852,1141,1.5873E+12
853,1242,1.58973E+12
854,1081,1.58398E+12
855,1166,1.57845E+12
856,1184,1.5919E+12
857,1011,1.59031E+12
858,1266,1.59329E+12
859,1016,1.58192E+12
860,1013,1.5823E+12
861,1099,1.59034E+12
862,1006,1.58604E+12
863,1124,1.58589E+12
864,1019,1.58169E+12
865,1083,1.58942E+12
866,1093,1.58932E+12
867,1254,1.58706E+12
868,1093,1.58405E+12
869,1005,1.58119E+12
870,1127,1.58152E+12
871,1018,1.58395E+12
872,1067,1.5902E+12
873,1195,1.59016E+12
874,1061,1.57912E+12
875,1116,1.58433E+12
876,1216,1.58263E+12
877,1214,1.58268E+12
878,1144,1.58431E+12
879,1037,1.58099E+12
880,1167,1.58489E+12
881,1081,1.58375E+12
882,1154,1.58658E+12
883,1123,1.58735E+12
884,1181,1.588E+12
885,1118,1.58148E+12
886,1260,1.58904E+12
887,1060,1.58517E+12
888,1023,1.59271E+12
889,1216,1.58947E+12
890,1219,1.58266E+12
891,1292,1.59249E+12
892,1245,1.5832E+12
893,1283,1.57893E+12
894,1040,1.58862E+12
895,1229,1.58068E+12
896,1184,1.58011E+12
897,1251,1.59214E+12
898,1197,1.58434E+12
899,1025,1.58841E+12
900,1110,1.58361E+12
901,1288,1.58946E+12
902,1064,1.58679E+12
903,1185,1.5838E+12
904,1086,1.58091E+12
905,1028,1.59039E+12
906,1011,1.59163E+12
907,1049,1.58127E+12
908,1021,1.58764E+12
909,1082,1.57966E+12
910,1211,1.57884E+12
911,1047,1.59156E+12
912,1013,1.58887E+12
913,1246,1.58151E+12
914,1147,1.58248E+12
915,1172,1.58497E+12
916,1073,1.58783E+12
917,1223,1.58489E+12
918,1253,1.58524E+12
919,1277,1.58608E+12
920,1004,1.58421E+12
921,1103,1.59021E+12
922,1281,1.59119E+12
923,1234,1.58591E+12
924,1231,1.58703E+12
925,1216,1.58603E+12
926,1004,1.58803E+12
927,1027,1.58476E+12
928,1158,1.57916E+12
929,1227,1.58586E+12
930,1298,1.58369E+12
931,1061,1.57899E+12
932,1241,1.58012E+12
933,1126,1.587E+12
934,1236,1.57835E+12
935,1056,1.58923E+12
936,1065,1.57881E+12
937,1139,1.58872E+12
938,1145,1.59261E+12
939,1126,1.58306E+12
940,1033,1.58437E+12
941,1160,1.57956E+12
942,1044,1.59004E+12
943,1053,1.58957E+12
944,1059,1.59133E+12
945,1289,1.58886E+12
946,1087,1.59025E+12
947,1111,1.5799E+12
948,1072,1.58235E+12
949,1100,1.58632E+12
950,1252,1.58083E+12
951,1040,1.57796E+12
952,1177,1.59168E+12
953,1016,1.57823E+12
954,1098,1.58775E+12
955,1269,1.58631E+12
956,1168,1.58992E+12
957,1154,1.58658E+12
958,1291,1.58947E+12
959,1088,1.59241E+12
960,1174,1.58784E+12
961,1067,1.58761E+12
962,1252,1.58375E+12
963,1063,1.58835E+12
964,1056,1.58249E+12
965,1251,1.58187E+12
966,1141,1.58176E+12
967,1192,1.59154E+12
968,1250,1.58443E+12
969,1294,1.58681E+12
970,1242,1.58357E+12
971,1061,1.58079E+12
972,1013,1.58895E+12
973,1241,1.57918E+12
974,1174,1.58798E+12
975,1241,1.58847E+12
976,1234,1.58581E+12
977,1066,1.58746E+12
978,1294,1.58095E+12
979,1216,1.58381E+12
980,1270,1.58249E+12
981,1250,1.58588E+12
982,1164,1.58448E+12
983,1021,1.5885E+12
984,1276,1.59173E+12
985,1013,1.58673E+12
986,1238,1.58601E+12
987,1207,1.58684E+12
988,1075,1.58985E+12
989,1126,1.57902E+12
990,1129,1.58617E+12
991,1237,1.58077E+12
992,1056,1.58393E+12
993,1218,1.58882E+12
994,1229,1.59272E+12
995,1004,1.58307E+12
996,1110,1.59134E+12
997,1128,1.58854E+12
998,1001,1.57845E+12
999,1285,1.59021E+12
1000,1128,1.58574E+12
1001,1177,1.5843E+12
1002,1129,1.58743E+12
1003,1123,1.58232E+12
1004,1174,1.58979E+12
1005,1285,1.58205E+12
1006,1233,1.58959E+12
1007,1017,1.59042E+12
1008,1234,1.58744E+12
1009,1098,1.58617E+12
1010,1110,1.58207E+12
1011,1012,1.58067E+12
1012,1099,1.5797E+12
1013,1088,1.59149E+12
1014,1229,1.58914E+12
1015,1134,1.58616E+12
1016,1225,1.59269E+12
1017,1189,1.5825E+12
1018,1114,1.58221E+12
1019,1042,1.58944E+12
1020,1278,1.58235E+12
1021,1248,1.57934E+12
1022,1141,1.5808E+12
1023,1190,1.57963E+12
1024,1077,1.593E+12
1025,1129,1.58703E+12
1026,1061,1.58401E+12
1027,1258,1.58338E+12
1028,1075,1.58456E+12
1029,1011,1.59018E+12
1030,1175,1.58787E+12
1031,1209,1.59242E+12
1032,1279,1.58798E+12
1033,1017,1.59211E+12
1034,1065,1.58704E+12
1035,1171,1.57811E+12
1036,1276,1.58356E+12
1037,1045,1.58651E+12
1038,1044,1.58855E+12
1039,1162,1.58466E+12
1040,1113,1.58726E+12
1041,1191,1.58134E+12
1042,1070,1.58883E+12
1043,1064,1.58234E+12
1044,1201,1.57861E+12
1045,1149,1.57976E+12
1046,1026,1.58808E+12
1047,1228,1.58696E+12
1048,1277,1.58447E+12
1049,1111,1.58791E+12
1050,1110,1.58881E+12
1051,1250,1.59152E+12
1052,1049,1.58997E+12
1053,1207,1.58633E+12
1054,1153,1.57908E+12
1055,1006,1.58255E+12
1056,1146,1.57948E+12
1057,1041,1.59008E+12
1058,1199,1.58592E+12
1059,1061,1.58412E+12
1060,1036,1.58614E+12
1061,1004,1.59028E+12
1062,1147,1.58962E+12
1063,1018,1.5885E+12
1064,1109,1.58367E+12
1065,1297,1.59024E+12
1066,1123,1.58786E+12
1067,1011,1.58153E+12
1068,1051,1.58421E+12
1069,1241,1.5852E+12
1070,1234,1.5866E+12
